INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../myproject_test.cpp in debug mode
   Compiling ../../../../firmware/myproject.cpp in debug mode
   Compiling ../../../../firmware/myproject_axi.cpp in debug mode
   Generating csim.exe
Processing input 0
data: -1.12897, last: 1
data: -3.64925, last: 1
data: -2.97287, last: 1
data: 2.14003, last: 1
data: -2.68475, last: 1
data: -8.87062, last: 1
data: 4.93965, last: 1
data: 3.82454, last: 1
data: 3.60118, last: 1
data: -0.394028, last: 1
data: -0.785309, last: 1
data: -2.08664, last: 1
data: -0.531937, last: 1
data: 6.20476, last: 1
data: 0.806503, last: 1
data: -2.46738, last: 1
data: 5.10684, last: 1
data: -1.40211, last: 1
data: -3.65904, last: 1
data: -0.0602722, last: 1
data: -2.36049, last: 1
data: 12.4078, last: 1
data: -1.80765, last: 1
data: 11.2541, last: 1
data: -1.58905, last: 1
data: -1.05675, last: 1
data: 1.59734, last: 1
data: 3.37401, last: 1
data: 1.47192, last: 1
data: -3.35609, last: 1
data: 3.06039, last: 1
data: 1.36407, last: 1
data: -5.44109, last: 1
data: -6.6322, last: 1
data: -1.35175, last: 1
data: 1.02164, last: 1
data: -5.90573, last: 1
data: -7.79129, last: 1
data: 4.57275, last: 1
data: -0.0571899, last: 1
data: -0.164551, last: 1
data: -1.80818, last: 1
data: 6.13019, last: 1
data: -3.17844, last: 1
data: -1.91772, last: 1
data: -1.74493, last: 1
data: -0.420166, last: 1
data: 6.50723, last: 1
data: -0.559937, last: 1
data: 3.83287, last: 1
data: 4.16985, last: 1
data: 4.39389, last: 1
data: 3.81252, last: 1
data: -5.87161, last: 1
data: -2.57574, last: 1
data: -6.91141, last: 1
data: -4.12704, last: 1
data: 11.2475, last: 1
data: 8.89862, last: 1
data: 5.77162, last: 1
data: 14.1594, last: 1
data: 4.15611, last: 1
data: -5.73431, last: 1
data: 10.8934, last: 1
data: -1.52354, last: 1
data: 0.577057, last: 1
data: 8.15948, last: 1
data: -5.10916, last: 1
data: 7.20306, last: 1
data: -7.65544, last: 1
data: 0.362488, last: 1
data: 2.54956, last: 1
data: 1.46591, last: 1
data: 0.213303, last: 1
data: -3.62697, last: 1
data: -1.85855, last: 1
data: -4.55692, last: 1
data: -1.0007, last: 1
data: 4.20999, last: 1
data: 2.3782, last: 1
data: 3.78943, last: 1
data: -6.77472, last: 1
data: -1.59486, last: 1
data: 4.8911, last: 1
data: -1.61124, last: 1
data: -7.5508, last: 1
data: -0.0790863, last: 1
data: -5.9252, last: 1
data: -2.60748, last: 1
data: 3.6291, last: 1
data: -3.6053, last: 1
data: -1.82346, last: 1
data: -7.1747, last: 1
data: -7.09009, last: 1
data: -2.25818, last: 1
data: 3.91612, last: 1
data: 6.72763, last: 1
data: 0.993454, last: 1
data: 0.31752, last: 1
data: -2.51004, last: 1
data: 6.16792, last: 1
data: 5.51392, last: 1
data: -5.85086, last: 1
data: -3.89694, last: 1
data: 3.7142, last: 1
data: 1.12756, last: 1
data: 10.334, last: 1
data: 0.770325, last: 1
data: -0.968689, last: 1
data: -5.66881, last: 1
data: -5.7486, last: 1
data: 3.05673, last: 1
data: -0.448227, last: 1
data: 0.874603, last: 1
data: 10.506, last: 1
data: -3.03944, last: 1
data: -3.29965, last: 1
data: -0.818848, last: 1
data: 0.186661, last: 1
data: -4.95438, last: 1
data: -0.147293, last: 1
data: -1.73601, last: 1
data: 4.06847, last: 1
data: 4.54002, last: 1
data: 3.72079, last: 1
data: -4.22826, last: 1
data: 6.78302, last: 1
data: 3.59787, last: 1
data: 13.5004, last: 1
data: 3.67287, last: 1
data: -6.02635, last: 1
data: 14.6452, last: 1
data: 0.559464, last: 1
data: -3.06149, last: 1
data: -7.98062, last: 1
data: -3.93207, last: 1
data: 5.44746, last: 1
data: -4.18712, last: 1
data: 9.0905, last: 1
data: -2.33163, last: 1
data: -0.0138245, last: 1
data: -3.30777, last: 1
data: -1.42831, last: 1
data: -7.53294, last: 1
data: -4.25768, last: 1
data: -1.43668, last: 1
data: 7.34509, last: 1
data: 6.9209, last: 1
data: -3.63808, last: 1
data: 6.87738, last: 1
data: -2.48367, last: 1
data: 3.07993, last: 1
data: -7.82297, last: 1
data: 4.61082, last: 1
data: -0.112671, last: 1
data: -8.27557, last: 1
data: 1.95891, last: 1
data: -3.02087, last: 1
data: 3.0183, last: 1
data: -7.3661, last: 1
data: -5.16234, last: 1
data: -2.43974, last: 1
data: 5.21941, last: 1
data: -1.02293, last: 1
data: 2.90172, last: 1
data: 3.51956, last: 1
data: -7.7081, last: 1
data: -6.0602, last: 1
data: 0.117523, last: 1
data: 0.223312, last: 1
data: 0.954269, last: 1
data: 1.9603, last: 1
data: -3.543, last: 1
data: -3.17175, last: 1
data: 3.89333, last: 1
data: -0.420929, last: 1
data: -0.181747, last: 1
data: 3.43376, last: 1
data: 0.966064, last: 1
data: -2.67281, last: 1
data: 1.18654, last: 1
data: -4.00938, last: 1
data: 1.33148, last: 1
data: 6.15971, last: 1
data: 4.43233, last: 1
data: -4.07294, last: 1
data: 0.888657, last: 1
data: 1.66908, last: 1
data: -8.09845, last: 1
data: -3.78342, last: 1
data: 0.952545, last: 1
data: 2.23528, last: 1
data: -3.94691, last: 1
data: 4.72095, last: 1
data: -5.03993, last: 1
data: -2.00761, last: 1
data: -3.0087, last: 1
data: 5.46301, last: 1
data: 7.68153, last: 1
data: 2.33478, last: 1
data: 4.93556, last: 1
data: -4.55064, last: 1
data: -0.201202, last: 1
data: 1.3497, last: 1
data: -1.31396, last: 1
data: 0.926651, last: 1
data: 1.99869, last: 1
